pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass
GJ 3090 b,1,1,1,Transit,2022,2.8531054,0.03165,2.13,0.19,3.34,0.01051,0.32,693,M2 V,3556.0,0.52,0.52
GJ 3138 b,1,1,3,Radial Velocity,2017,1.22003,0.0197,,,,,0.19,,M0,3717.0,0.5,0.68
GJ 3138 c,1,1,3,Radial Velocity,2017,5.974,0.057,,,,,0.11,,M0,3717.0,0.5,0.68
GJ 3138 d,1,1,3,Radial Velocity,2017,257.8,0.698,,,,,0.32,,M0,3717.0,0.5,0.68
GJ 317 b,1,1,2,Radial Velocity,2007,695.66,1.151,,,,,0.07,,,,,0.42
GJ 317 c,1,1,2,Radial Velocity,2018,6739.323,5.23,,,,,0.17,,,,,0.42
GJ 3222 b,1,2,1,Radial Velocity,2022,10.66669,0.091,,,,,0.929,,,,,0.89
GJ 328 b,1,1,2,Radial Velocity,2013,3771.0,4.11,,,,,0.227,,M0.0,3897.0,0.63,0.65
GJ 328 c,1,1,2,Radial Velocity,2023,241.8,0.657,,,,,,,M0.0,3897.0,0.63,0.65
GJ 3293 b,1,1,4,Radial Velocity,2015,30.5987,0.14339,,,,,0.06,,M2.5,3466.0,0.4,0.42
GJ 3293 c,1,1,4,Radial Velocity,2015,122.6196,0.36175,,,,,0.11,,M2.5,3466.0,0.4,0.42
GJ 3293 d,1,1,4,Radial Velocity,2017,48.1345,0.19394,,,,,0.12,,M2.5,3466.0,0.4,0.42
GJ 3293 e,1,1,4,Radial Velocity,2017,13.2543,0.08208,,,,,0.21,,M2.5,3466.0,0.4,0.42
GJ 3323 b,1,1,2,Radial Velocity,2017,5.3636,0.03282,,,,,0.23,,M4,3159.0,0.12,0.16
GJ 3323 c,1,1,2,Radial Velocity,2017,40.54,0.1264,,,,,0.17,,M4,3159.0,0.12,0.16
GJ 3341 b,1,1,1,Radial Velocity,2015,14.207,0.089,,,,,0.31,,M2.5,3526.0,0.44,0.47
GJ 338 B b,1,2,1,Radial Velocity,2020,24.422,0.142,,,,,0.109,,M0 V,4014.0,0.58,0.64
GJ 3470 b,1,1,1,Radial Velocity,2012,3.3366496,0.0355,4.57,0.408,13.9,0.04373,,594,,3600.0,0.55,0.54
GJ 3473 b,1,2,2,Transit,2020,1.1980035,0.01589,1.264,0.113,1.86,0.00585,0.0,773,,3347.0,0.36,0.36
GJ 3473 c,1,2,2,Radial Velocity,2020,15.509,0.0876,,,,,0.0,329,,3347.0,0.36,0.36
GJ 3512 b,1,1,2,Radial Velocity,2019,203.69,0.337,,,,,0.44,,M5.5 V,3081.0,0.14,0.12
GJ 3512 c,1,1,2,Radial Velocity,2020,1599.6,1.292,,,,,0.0183,,M5.5 V,3081.0,0.14,0.12
GJ 357 b,1,1,3,Transit,2019,3.9306,0.036,1.2,0.107,,,,518,M2.5 V,3505.0,0.34,0.34
GJ 357 c,1,1,3,Radial Velocity,2019,9.1247,0.061,,,,,,401,M2.5 V,3505.0,0.34,0.34
GJ 357 d,1,1,3,Radial Velocity,2019,55.661,0.204,,,,,,220,M2.5 V,3505.0,0.34,0.34
GJ 3634 b,1,1,1,Radial Velocity,2010,2.64561,0.0287,,,8.4,0.026,0.08,,M2.5,,0.43,0.45
GJ 367 b,1,1,3,Transit,2021,0.3219225,0.00709,0.699,0.062,0.633,0.00199,0.06,1365,M1.0 V,3522.0,0.46,0.46
GJ 367 c,1,1,3,Radial Velocity,2023,11.5301,,,,,,0.09,,M1.0 V,3522.0,0.46,0.46
GJ 367 d,1,1,3,Radial Velocity,2023,34.369,,,,,,0.14,,M1.0 V,3522.0,0.46,0.46
GJ 3779 b,1,1,1,Radial Velocity,2018,3.0232,0.026,,,,,0.07,,M4.0 V,3324.0,0.28,0.27
GJ 3929 b,1,1,2,Transit,2022,2.616235,0.0252,1.09,0.097,1.75,0.00551,0.0,568,,3384.0,0.32,0.31
GJ 3929 c,1,1,2,Radial Velocity,2022,15.04,0.081,,,,,0.0,317,,3384.0,0.32,0.31
GJ 393 b,1,1,1,Radial Velocity,2021,7.02679,0.05402,,,,,,485,M2.0 V,3579.0,0.43,0.43
GJ 3942 b,1,1,1,Radial Velocity,2017,6.905,0.0608,,,,,0.121,590,M0,3867.0,0.61,0.63
GJ 3988 b,1,1,1,Radial Velocity,2023,6.9442,0.0405,,,,,0.0,348,M4.5 V,3273.0,0.2,0.18
GJ 3998 b,1,1,2,Radial Velocity,2016,2.64977,0.029,,,,,0.0,,M1,3722.0,0.49,0.5
GJ 3998 c,1,1,2,Radial Velocity,2016,13.74,0.089,,,,,0.049,,M1,3722.0,0.49,0.5
GJ 411 b,1,1,2,Radial Velocity,2019,12.9394,0.07879,,,,,0.063,,,3719.0,0.37,0.39
GJ 414 A b,1,2,2,Radial Velocity,2021,50.8,0.2324,2.63,0.235,,,0.45,309,K7 V,4120.0,0.68,0.65
GJ 414 A c,1,2,2,Radial Velocity,2021,749.83,1.4,8.4,0.749,,,0.105,125,K7 V,4120.0,0.68,0.65
GJ 422 b,1,1,1,Radial Velocity,2014,20.129,0.111,,,,,0.11,,,,,0.35
GJ 4276 b,1,1,1,Radial Velocity,2019,13.352,0.082,,,,,0.37,,M4.0,3387.0,0.41,0.41
GJ 433 b,1,1,3,Radial Velocity,2011,7.3705,0.062,,,,,0.04,,,,,0.48
GJ 433 c,1,1,3,Radial Velocity,2014,5094.105,4.819,,,,,0.12,,,,,0.48
GJ 433 d,1,1,3,Radial Velocity,2020,36.059,0.178,,,,,0.07,,,,,0.48
GJ 436 b,1,1,1,Radial Velocity,2004,2.64388312,0.0291,4.17,0.372,22.1,0.07,0.13827,,,,0.46,0.47
GJ 463 b,1,1,1,Radial Velocity,2022,3448.0,3.53,,,1144.18227,3.6,0.09,,M3 V,3540.0,0.49,0.49
GJ 480 b,1,1,1,Radial Velocity,2020,9.567,0.068,,,,,0.1,,M3.5 Ve,,,0.45
GJ 486 b,1,1,1,Radial Velocity,2021,1.46712127,0.01714,1.289,0.115,2.77,0.00872,8.6E-4,696,,3317.0,0.32,0.31
GJ 504 b,1,1,1,Imaging,2013,,43.5,,,1271.3,4.0,,510,G0 V,6234.0,,1.22
GJ 514 b,1,1,1,Radial Velocity,2022,140.43,0.422,,,,,0.45,202,M0.5-1.0 V,3728.0,0.5,0.51
GJ 536 b,1,1,1,Radial Velocity,2016,8.7076,0.06661,,,,,0.08,,M1 V,3685.0,0.5,0.52
GJ 581 b,1,1,3,Radial Velocity,2005,5.3686,0.04061,,,,,0.0,,,3396.0,0.33,0.31
GJ 581 c,1,1,3,Radial Velocity,2007,12.914,0.0721,,,,,0.0,,,3396.0,0.33,0.31
GJ 581 e,1,1,3,Radial Velocity,2009,3.149,0.02815,,,,,0.0,,,3396.0,0.33,0.31
GJ 625 b,1,1,1,Radial Velocity,2017,14.628,0.078361,,,,,0.13,,M2,3499.0,0.31,0.3
GJ 649 b,1,1,1,Radial Velocity,2009,600.1,1.112,,,,,0.083,,M1.0,3734.0,0.5,0.51
GJ 667 C b,1,3,5,Radial Velocity,2012,7.203,,,,,,0.2,,,,,
GJ 667 C c,1,3,5,Radial Velocity,2013,28.14,0.125,,,,,0.02,,M1.5 V,3350.0,,0.33
GJ 667 C e,1,3,5,Radial Velocity,2013,62.24,0.213,,,,,0.02,,M1.5 V,3350.0,,0.33
GJ 667 C f,1,3,5,Radial Velocity,2013,39.026,0.156,,,,,0.03,,M1.5 V,3350.0,,0.33
GJ 667 C g,1,3,5,Radial Velocity,2013,256.2,0.549,,,,,0.08,,M1.5 V,3350.0,,0.33
GJ 674 b,1,1,1,Radial Velocity,2007,4.6938,0.039,,,,,0.2,,M2.5,3600.0,,0.35
GJ 676 A b,1,2,4,Radial Velocity,2010,1051.44521,1.735,,,1840.86213,5.792,0.319,,,,,0.63
GJ 676 A c,1,2,4,Radial Velocity,2016,13921.42302,9.726,,,4288.14087,13.492,0.295,,,,,0.63
GJ 676 A d,1,2,4,Radial Velocity,2012,3.60076,0.039,,,,,0.192,,,,,0.63
GJ 676 A e,1,2,4,Radial Velocity,2012,35.47358,0.181,,,,,0.152,,,,,0.63
GJ 680 b,1,2,1,Radial Velocity,2022,17281.66514,10.138,,,7977.49302,25.1,0.381,,,,,0.46
GJ 682 b,1,1,2,Radial Velocity,2014,17.478,0.08,,,,,0.08,,M3.5 V,3028.0,,0.27
GJ 682 c,1,1,2,Radial Velocity,2014,57.32,0.176,,,,,0.1,,M3.5 V,3028.0,,0.27
GJ 685 b,1,1,1,Radial Velocity,2019,24.16,0.1344,,,,,0.0,,M0.5,3816.0,0.54,0.55
GJ 687 b,1,1,2,Radial Velocity,2014,38.142,0.163,,,,,0.17,,,,,0.4
GJ 687 c,1,1,2,Radial Velocity,2020,727.562,1.165,,,,,0.4,,,,,0.4
GJ 720 A b,1,2,1,Radial Velocity,2021,19.466,0.119,,,,,0.12,401,M0.5 V,3837.0,0.56,0.57
GJ 724 b,1,1,1,Radial Velocity,2023,5.101284,0.04685,,,,,0.577,611,M1.0 V,3799.0,0.52,0.53
GJ 740 b,1,1,1,Radial Velocity,2021,2.37756,0.029,,,,,0.24,829,M1.0 V,3913.0,0.56,0.58
GJ 806 b,1,1,2,Transit,2023,0.9263237,0.01406,1.331,0.119,1.9,0.00598,,940,M1.5 V,3600.0,0.41,0.41
GJ 806 c,1,1,2,Radial Velocity,2023,6.64064,0.0523,,,,,,490,M1.5 V,3600.0,0.41,0.41
GJ 832 b,1,1,1,Radial Velocity,2008,3853.0,3.7,,,314.65012,0.99,0.05,,M2/3 V,,,0.45
GJ 849 b,1,1,2,Radial Velocity,2006,1925.31,2.32,,,,,0.029,,M3.5,3467.0,0.45,0.45
GJ 849 c,1,1,2,Radial Velocity,2014,5990.0,4.95,,,,,0.092,,M3.5,3467.0,0.45,0.45
GJ 86 b,1,2,1,Radial Velocity,1999,15.76491,0.11,,,,,0.04,,,5182.0,0.77,0.93
GJ 876 b,1,1,4,Radial Velocity,1998,61.1166,0.208317,,,723.2235,2.2756,0.0324,,,,0.3,0.32
GJ 876 c,1,1,4,Radial Velocity,2000,30.0881,0.12959,,,226.9846,0.7142,0.25591,,,,0.3,0.32
GJ 876 d,1,1,4,Radial Velocity,2005,1.93778,0.020807,,,6.83,0.021,0.207,,,,0.3,0.32
GJ 876 e,1,1,4,Radial Velocity,2010,124.26,0.3343,,,14.6,0.046,0.055,,,,0.3,0.32
GJ 887 b,1,1,2,Radial Velocity,2020,9.262,0.068,,,,,0.0,468,M1 V,3688.0,0.47,0.49
GJ 887 c,1,1,2,Radial Velocity,2020,21.789,0.12,,,,,,352,M1 V,3688.0,0.47,0.49
GJ 896 A b,1,2,1,Astrometry,2022,284.39,0.63965,,,718.2922,2.26,0.35,,M3.5 V,,,0.44
GJ 900 b,1,3,1,Imaging,2024,,12000.0,,,3496.11248,11.0,,,K7,,,1.08
GJ 9066 c,1,1,1,Radial Velocity,2020,771.36,0.88,,,,,0.46,,M5.0 V,3154.0,0.16,0.15
GJ 9404 b,1,1,1,Radial Velocity,2023,13.4586,0.0943,,,,,0.49,,,,,0.62
GJ 96 b,1,1,1,Radial Velocity,2018,73.94,0.291,,,,,0.44,,M2,3785.0,,0.6
GJ 9689 b,1,1,1,Radial Velocity,2020,18.27,0.1139,,,,,0.29,453,M0.5,3836.0,0.57,0.59
GJ 9714 b,1,1,1,Radial Velocity,2022,19240.75467,12.319,,,2988.54051,9.403,0.155,,,,,0.67
GJ 9827 b,1,1,3,Transit,2017,1.208974,0.0189,1.44,0.128,4.28,0.01347,,1035,K7 V,4236.0,0.58,0.62
GJ 9827 c,1,1,3,Transit,2017,3.648103,0.0395,1.13,0.101,1.86,0.00585,,716,K7 V,4236.0,0.58,0.62
GJ 9827 d,1,1,3,Transit,2017,6.20183,0.053,1.98,0.177,3.02,0.0095,,675,K7 V,4236.0,0.58,0.62
GPX-1 b,1,1,1,Transit,2021,1.744579,0.0338,16.477,1.47,6261.21962,19.7,0.0,2300,F2,7000.0,1.56,1.68
GQ Lup b,1,1,1,Imaging,2004,,100.0,33.6,3.0,6356.0,20.0,,2650,K7e V,,,0.7
GSC 06214-00210 b,1,1,1,Imaging,2010,,320.0,,,5000.0,16.0,,2300,K7,4200.0,,0.9
GU Psc b,1,1,1,Imaging,2014,,2000.0,14.179,1.265,3591.3,11.3,,1050,M3,,,0.33
Gaia-1 b,1,1,1,Transit,2022,3.052524,0.04047,13.776,1.229,533.95172,1.68,,,,5470.0,0.95,0.95
Gaia-2 b,1,1,1,Transit,2022,3.6915224,0.0467,14.818,1.322,259.66581,0.817,,,,5720.0,1.06,1.0
Gaia22dkvL b,1,1,1,Microlensing,2024,,1.4,,,187.83659,0.591,,,,,,1.15
Gl 378 b,1,1,1,Radial Velocity,2019,3.822,0.039435,,,,,0.109,830,M1,3879.0,0.56,0.56
Gl 49 b,1,2,1,Radial Velocity,2019,13.8508,0.0905,,,,,0.363,,M1.5 V,3805.0,0.51,0.52
Gl 686 b,1,1,1,Radial Velocity,2018,15.53,0.091,,,,,0.05,,,3656.0,0.43,0.43
Gliese 12 b,1,1,1,Transit,2024,12.761408,0.0668,0.958,0.085,3.87,0.01218,0.5,315,M3.0 V,3296.0,0.26,0.24
HAT-P-1 b,1,2,1,Transit,2006,4.46529976,0.05561,14.785,1.319,166.86075,0.525,,1322,,5980.0,1.17,1.15
HAT-P-11 b,1,1,2,Transit,2008,4.88780244,0.0532,4.901,0.447,25.0,0.0787,0.2577,847,,4780.0,0.76,0.86
HAT-P-11 c,1,1,2,Radial Velocity,2018,3299.0,,,,,,0.617,,,,,
HAT-P-12 b,1,1,1,Transit,2009,3.2130598,0.0384,10.749,0.959,67.059,0.211,0.0,963,K4,4650.0,0.7,0.73
HAT-P-13 b,1,1,2,Transit,2009,2.91625,,14.258,1.272,270.462,0.851,0.0133,,,,,
HAT-P-13 c,1,1,2,Radial Velocity,2009,446.27,,,,,,0.6616,,,,,
HAT-P-14 b,1,2,1,Transit,2010,4.62767,,15.917,1.42,1093.3352,3.44,0.11,,,6600.0,1.82,2.65
HAT-P-15 b,1,1,1,Transit,2010,10.8635,,11.882,1.06,616.5902,1.94,0.19,,,5568.0,1.07,1.0
HAT-P-16 b,1,3,1,Transit,2010,2.77596,0.0413,14.448,1.289,1332.605,4.193,0.036,1626,F8,6158.0,1.24,1.22
HAT-P-17 b,1,1,2,Transit,2010,10.33852,,11.769,1.05,184.3414,0.58,0.35,,,5246.0,0.87,0.99
HAT-P-17 c,1,1,2,Radial Velocity,2010,5584.0,5.6,,,,,0.39,,,5336.96,0.84,0.92
HAT-P-18 b,1,1,1,Transit,2010,5.508023,0.0559,11.153,0.995,62.61,0.197,0.084,852,K2,4803.0,0.75,0.77
HAT-P-19 b,1,1,1,Transit,2010,4.00878322,0.04599,11.299,1.008,88.03847,0.277,,981,,4962.0,0.77,0.81
HAT-P-2 b,1,1,2,Transit,2007,5.6335158,0.06814,,,,,0.5172,,F8,6380.0,1.39,1.33
HAT-P-2 c,1,1,2,Radial Velocity,2023,8500.0,,,,3400.76395,10.7,0.37,,,,,1.33
HAT-P-20 b,1,1,1,Transit,2010,2.875317,0.0361,9.718,0.867,2302.899,7.246,0.015,970,K3,4595.0,0.69,0.76
HAT-P-21 b,1,1,1,Transit,2010,4.12448,,12.442,1.11,1547.8321,4.87,0.23,,,5588.0,1.21,1.24
HAT-P-22 b,1,2,1,Transit,2010,3.21222,,12.89,1.15,785.0401,2.47,0.02,,,5302.0,1.11,1.13
HAT-P-23 b,1,1,1,Transit,2010,1.212884,0.0232,15.334,1.368,664.237,2.09,0.106,2056,G0,5905.0,1.2,1.13
HAT-P-24 b,1,2,1,Transit,2010,3.35524,,14.572,1.3,238.3725,0.75,0.07,,,6373.0,1.38,1.37
HAT-P-25 b,1,1,1,Transit,2010,3.65281514,0.0466,12.722,1.135,180.84527,0.569,0.023,1182,,5519.0,0.92,1.01
HAT-P-26 b,1,1,1,Transit,2010,4.23452,,7.062,0.63,22.2481,0.07,0.12,,,5079.0,0.87,1.12
HAT-P-27 b,1,2,1,Transit,2011,3.039577,0.04,11.43,1.02,197.05,0.62,0.0,,,5316.0,0.86,0.92
HAT-P-28 b,1,1,1,Transit,2011,3.257215,0.0434,13.585,1.212,198.953,0.626,0.051,1384,G3,5680.0,1.1,1.02
HAT-P-29 b,1,2,1,Transit,2011,5.72319,,13.115,1.17,279.6904,0.88,0.09,,,6087.0,1.3,1.45
HAT-P-3 b,1,2,1,Transit,2007,2.8997,,10.536,0.94,206.5895,0.65,0.0,,,5185.0,0.87,1.06
HAT-P-30 b,1,2,1,Transit,2011,2.8106,,16.141,1.44,263.7989,0.83,0.04,,,6304.0,1.31,1.55
HAT-P-31 b,1,1,1,Transit,2011,5.00542,,12.218,1.09,721.4741,2.27,0.25,,,6065.0,1.39,1.31
HAT-P-32 b,1,2,1,Transit,2011,2.1500082,0.03397,22.194,1.98,216.1244,0.68,0.159,1836,,6001.0,1.37,1.13
HAT-P-33 b,1,2,1,Transit,2011,3.47447,,20.737,1.85,292.4036,0.92,0.0,,,6446.0,1.79,1.82
HAT-P-34 b,1,1,1,Transit,2011,5.452654,0.06774,13.417,1.197,1058.3739,3.33,0.432,,,6442.0,1.53,1.39
HAT-P-35 b,1,3,1,Transit,2011,3.646706,0.04978,14.93,1.332,335.62848,1.056,0.02,,,6096.0,1.44,1.24
HAT-P-36 b,1,1,1,Transit,2011,1.32734683,0.0241,14.314,1.277,587.41341,1.8482,,1781,,5620.0,1.04,1.03
HAT-P-37 b,1,1,1,Transit,2011,2.797436,0.0379,13.204,1.178,371.528,1.169,0.058,1271,,5500.0,0.88,0.93
HAT-P-38 b,1,1,1,Transit,2012,4.640382,0.0523,9.247,0.825,84.857,0.267,0.067,1082,,5330.0,0.92,0.89
HAT-P-39 b,1,2,1,Transit,2012,3.54387,0.0509,17.609,1.571,190.372,0.599,0.0,1752,,6430.0,1.62,1.4
HAT-P-4 b,1,2,1,Transit,2007,3.056536,0.04438,14.28,1.274,213.255,0.671,0.0,1686,,5860.0,,
HAT-P-40 b,1,1,1,Transit,2012,4.45724,,17.038,1.52,152.5584,0.48,0.0,,,6080.0,1.94,1.03
HAT-P-41 b,1,2,1,Transit,2012,2.69405,,22.978,2.05,378.2177,1.19,0.0,,,6390.0,2.05,2.56
HAT-P-42 b,1,1,1,Transit,2012,4.641878,0.0575,14.348,1.28,331.801,1.044,0.0,1428,,5743.0,1.53,1.18
HAT-P-43 b,1,1,1,Transit,2012,3.3326414,0.0444,13.63,1.216,,,,1353,,5693.0,1.08,1.03
HAT-P-44 b,1,1,2,Transit,2014,4.301219,0.0507,13.922,1.242,111.871,0.352,0.044,1108,,5295.0,0.95,0.94
HAT-P-44 c,1,1,2,Radial Velocity,2014,872.2,1.752,,,,,0.494,,,5295.0,0.95,0.94
HAT-P-45 b,1,1,1,Transit,2014,3.128992,0.0452,15.984,1.426,283.492,0.892,0.049,1652,,6330.0,1.32,1.26
HAT-P-46 b,1,1,1,Transit,2014,4.463129,0.0577,14.392,1.284,156.684,0.493,0.123,1458,,6120.0,1.4,1.28
HAT-P-49 b,1,1,1,Transit,2014,2.69155,,17.822,1.59,699.226,2.2,0.0,,,6820.0,2.06,2.22
HAT-P-5 b,1,1,1,Transit,2007,2.78849,,13.563,1.21,311.4734,0.98,0.0,,,5960.0,1.12,1.04
HAT-P-50 b,1,1,1,Transit,2015,3.1220109,0.0453,14.437,1.288,429.0705,1.35,0.115,1862,,6280.0,1.7,1.27
HAT-P-51 b,1,1,1,Transit,2015,4.21802091,0.05042,13.507,1.205,97.57332,0.307,,1168,,5453.0,0.99,0.96
HAT-P-52 b,1,1,1,Transit,2015,2.7535953,0.03694,11.31,1.009,259.98494,0.818,0.047,1218,,5131.0,0.89,0.89
HAT-P-53 b,1,1,1,Transit,2015,1.9616241,0.03159,14.773,1.318,471.65972,1.484,0.134,1778,,5956.0,1.21,1.09
HAT-P-54 b,1,1,1,Transit,2015,3.799847,0.04117,10.581,0.944,241.5508,0.76,0.074,818,,4390.0,0.62,0.65
HAT-P-55 b,1,1,1,Transit,2015,3.5852313,0.04628,14.841,1.324,189.42573,0.596,,1367,,5804.0,1.1,1.03
HAT-P-56 b,1,1,1,Transit,2015,2.79083,,16.926,1.51,734.1873,2.31,,,,6566.0,1.47,1.42
HAT-P-57 b,1,3,1,Transit,2015,2.4653,,19.504,1.74,448.1403,1.41,0.0,,,6330.0,1.85,2.77
HAT-P-58 b,1,1,1,Transit,2021,4.0138379,0.04994,14.93,1.332,118.23217,0.372,0.073,1622,,6078.0,1.53,1.03
HAT-P-59 b,1,1,1,Transit,2021,4.1419771,0.05064,12.588,1.123,489.45575,1.54,0.03,1278,,5678.0,1.1,1.01
HAT-P-6 b,1,1,1,Transit,2007,3.85298,,16.589,1.48,419.5356,1.32,0.0,,,6570.0,1.62,1.79
HAT-P-60 b,1,1,1,Transit,2021,4.7947813,0.06277,18.282,1.631,182.43351,0.574,0.25,1772,,6212.0,2.2,1.44
HAT-P-61 b,1,1,1,Transit,2021,1.90231289,0.0301,10.077,0.899,335.94463,1.057,0.113,1505,,5587.0,0.94,1.0
HAT-P-62 b,1,1,1,Transit,2021,2.6453235,0.03772,12.027,1.073,241.86742,0.761,0.101,1512,,5629.0,1.17,1.02
HAT-P-63 b,1,1,1,Transit,2021,3.377728,0.04294,12.543,1.119,195.14664,0.614,0.069,1237,,5400.0,0.97,0.93
HAT-P-64 b,1,1,1,Transit,2021,4.007232,0.05387,19.089,1.703,184.34048,0.58,0.101,1766,,6457.0,1.74,1.3
HAT-P-65 b,1,1,1,Transit,2016,2.60544751,0.04042,18.058,1.611,176.07694,0.554,,1818,,5872.0,1.67,1.3
HAT-P-66 b,1,1,1,Transit,2016,2.972086,0.04363,17.822,1.59,248.86089,0.783,0.09,1896,G0,6002.0,1.88,1.25
HAT-P-67 b,1,2,1,Transit,2017,4.8101025,0.06505,23.371,2.085,108.0622,0.34,0.0,1903,,6406.0,2.55,1.64
HAT-P-68 b,1,1,1,Transit,2020,2.29840551,0.02996,12.016,1.072,230.10892,0.724,0.041,1028,K,4508.0,0.67,0.68
HAT-P-69 b,1,1,1,Transit,2019,4.7869491,0.06555,18.786,1.676,1137.8314,3.58,0.0,1930,,7394.0,1.93,1.65
HAT-P-7 b,1,2,1,Transit,2008,2.20474,,16.926,1.51,584.8072,1.84,0.0,,,6389.0,2.0,1.56
HAT-P-70 b,1,1,1,Transit,2019,2.74432452,0.04739,20.961,1.87,2154.8874,6.78,0.0,2562,,8450.0,1.86,1.89
HAT-P-8 b,1,3,1,Transit,2008,3.07634,,15.693,1.4,406.8224,1.28,0.0,,,6200.0,1.57,1.27
HAT-P-9 b,1,1,1,Transit,2008,3.92281072,0.05287,15.614,1.393,238.05467,0.749,0.084,1540,,6350.0,1.34,1.28
HATS-1 b,1,1,1,Transit,2012,3.446459,0.0444,14.594,1.302,589.55,1.855,0.12,1359,,5870.0,1.04,0.99
HATS-10 b,1,1,1,Transit,2015,3.312846,0.04491,10.862,0.969,167.17858,0.526,0.501,1407,,5880.0,1.1,1.1
HATS-11 b,1,1,1,Transit,2016,3.619188,0.0507,18.03,1.609,,,,1596,,6563.0,1.54,1.33
HATS-12 b,1,1,1,Transit,2016,3.142702,0.0441,7.76,0.692,,,,1446,,6357.0,1.17,1.16
HATS-13 b,1,1,1,Transit,2015,3.0440499,0.04057,13.585,1.212,172.58169,0.543,0.181,1244,,5523.0,0.89,0.96
HATS-14 b,1,1,1,Transit,2015,2.7667641,0.03815,11.646,1.039,340.39593,1.071,0.142,1276,,5346.0,0.93,0.97
HATS-15 b,1,1,1,Transit,2016,1.74748753,0.02712,12.386,1.105,689.6911,2.17,0.126,1505,G9 V,5311.0,0.92,0.87
HATS-16 b,1,1,1,Transit,2016,2.686502,0.03744,14.572,1.3,1039.3041,3.27,0.0,1592,G3 V,5738.0,1.24,0.97
HATS-17 b,1,1,1,Transit,2016,16.254611,0.1308,8.709,0.777,425.25654,1.338,0.029,814,G V,5846.0,1.09,1.13
HATS-18 b,1,1,1,Transit,2016,0.83784,0.0174,14.897,1.329,629.14449,1.9795,,2069,,5600.0,1.02,1.04
HATS-2 b,1,1,1,Transit,2013,1.35413379,0.02317,12.576,1.122,435.42492,1.37,,1550,,,0.88,0.9
HATS-22 b,1,1,1,Transit,2017,4.7228124,0.05025,10.682,0.953,870.8542,2.74,0.079,858,K V,4803.0,0.69,0.76
HATS-23 b,1,1,1,Transit,2017,2.1605156,0.03397,20.849,1.86,467.2101,1.47,0.114,1654,G V,5780.0,1.2,1.12
HATS-24 b,1,1,1,Transit,2017,1.3484978,0.0238,15.637,1.395,718.2958,2.26,0.0,2166,,6125.0,1.12,1.07
HATS-25 b,1,1,1,Transit,2016,4.2986432,0.05163,14.123,1.26,194.82979,0.613,0.176,1277,G,5715.0,1.11,0.99
HATS-26 b,1,1,1,Transit,2016,3.3023881,0.04735,19.616,1.75,206.5895,0.65,0.245,1918,F,6071.0,2.04,1.3
HATS-27 b,1,1,1,Transit,2016,4.637038,0.0611,16.814,1.5,168.4499,0.53,0.581,1659,F,6438.0,1.74,1.42
HATS-28 b,1,1,1,Transit,2016,3.1810781,0.04131,13.384,1.194,213.58176,0.672,0.202,1253,G,5498.0,0.92,0.93
HATS-29 b,1,1,1,Transit,2016,4.6058749,0.05475,14.022,1.251,207.54299,0.653,0.158,1212,G,5670.0,1.07,1.03
HATS-3 b,1,1,1,Transit,2013,3.547851,0.0485,15.48,1.381,340.382,1.071,0.0,1648,F,6351.0,1.4,1.21
HATS-30 b,1,2,1,Transit,2016,3.1743516,0.04354,13.171,1.175,224.38798,0.706,0.096,1414,G,5943.0,1.06,1.09
HATS-31 b,1,1,1,Transit,2016,3.37796,0.0478,18.383,1.64,279.6904,0.88,0.233,1823,,6050.0,1.87,1.27
HATS-32 b,1,1,1,Transit,2016,2.8126548,0.04024,14.0,1.249,292.4036,0.92,0.471,1437,,5700.0,1.1,1.1
HATS-33 b,1,1,1,Transit,2016,2.5495551,0.03727,13.787,1.23,378.85336,1.192,0.08,1429,,5659.0,1.02,1.06
HATS-34 b,1,1,1,Transit,2016,2.1061607,0.03166,16.029,1.43,299.07803,0.941,0.108,1445,,5380.0,0.98,0.95
HATS-35 b,1,1,1,Transit,2016,1.8209993,0.03199,16.41,1.464,388.38826,1.222,0.306,2037,,6300.0,1.43,1.32
HATS-36 b,1,1,1,Transit,2018,4.175186,0.0523,12.92,1.153,,,,1203,,5950.0,1.1,1.1
HATS-37 A b,1,2,1,Transit,2020,4.3315366,0.04913,6.793,0.606,31.46517,0.099,0.0,1085,,5326.0,0.88,0.84
HATS-38 b,1,1,1,Transit,2020,4.375021,0.05036,6.882,0.614,23.51942,0.074,0.0,1294,,5732.0,1.1,0.89
HATS-39 b,1,1,1,Transit,2018,4.5776348,0.06007,17.598,1.57,200.2329,0.63,0.275,1645,,6572.0,1.62,1.38
HATS-4 b,1,1,1,Transit,2014,2.516729,0.0362,11.433,1.02,420.471,1.323,0.013,1315,G,5403.0,0.93,1.0
HATS-40 b,1,1,1,Transit,2018,3.2642736,0.04997,17.71,1.58,505.3497,1.59,0.312,2101,,6460.0,2.26,1.56
HATS-41 b,1,1,1,Transit,2018,4.193649,0.0583,14.908,1.33,3082.951,9.7,0.38,1710,,6424.0,1.71,1.5
HATS-42 b,1,1,1,Transit,2018,2.292102,0.03689,15.693,1.4,597.5204,1.88,0.229,1856,,6060.0,1.48,1.27
HATS-43 b,1,1,1,Transit,2018,4.3888497,0.04944,13.227,1.18,82.95363,0.261,0.173,1003,,5099.0,0.81,0.84
