pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass
TOI-216.02,1,1,2,Transit,2019,17.16073,,8.0,0.714,18.75188,0.059,0.16,,,,0.75,0.77
TOI-2180 b,1,1,1,Transit,2022,260.79,0.828,11.321,1.01,875.61726,2.755,0.3683,348,G5,5695.0,1.64,1.11
TOI-2184 b,1,1,1,Transit,2022,6.90683,,11.4,1.017,206.58846,0.65,0.08,,,5966.0,2.9,1.53
TOI-2193 A b,1,2,1,Transit,2022,2.1225735,0.03319,19.84,1.77,298.7587,0.94,0.0,1763,,5966.0,1.25,1.08
TOI-2194 b,1,1,1,Transit,2023,15.337597,,1.989,0.177,,,,591,,4756.0,0.69,0.74
TOI-2196 b,1,1,1,Transit,2022,1.1947268,0.02234,3.51,0.313,26.0,0.08181,0.0,1860,G V,5634.0,1.04,1.03
TOI-220 b,1,1,1,Transit,2021,10.695264,0.08911,3.03,0.27,13.8,0.04342,0.032,805,K0 V,5298.0,0.86,0.82
TOI-2202 b,1,1,2,Transit,2021,11.9101,0.09564,11.321,1.01,310.83618,0.978,0.042,,K8 V,5144.0,0.79,0.82
TOI-2202 c,1,1,2,Transit Timing Variations,2021,24.6744,0.15544,,,117.27868,0.369,0.0622,,K8 V,5144.0,0.79,0.82
TOI-2207 b,1,1,1,Transit,2022,8.001968,0.0854,11.153,0.995,203.41018,0.64,0.174,1259,,6101.0,1.56,1.3
TOI-2211.01,1,1,1,Transit,2024,3.09268676,0.04011,1.561,0.139,,,,,,5253.0,0.83,0.9
TOI-2236 b,1,1,1,Transit,2022,3.5315902,0.05009,14.37,1.282,502.16888,1.58,0.0,1688,,6248.0,1.57,1.34
TOI-2257 b,1,1,1,Transit,2021,35.189346,0.145,2.194,0.196,,,0.496,256,M3,3430.0,0.31,0.33
TOI-2260 b,1,1,1,Transit,2022,0.3524728,0.0097,1.62,0.145,,,,2609,G V,5534.0,0.94,0.99
TOI-2266 b,1,1,1,Transit,2024,2.326318,0.02,1.54,0.137,,,,550,M5.0+0.5-0.5,3200.0,0.24,0.23
TOI-2274 b,1,1,1,Transit,2024,2.67963,0.05,2.45,0.219,,,,771,M,3943.0,0.63,0.61
TOI-2285 b,1,1,1,Transit,2021,27.26955,0.1363,1.74,0.155,19.5,0.06135,0.3,284,,3491.0,0.46,0.45
TOI-2337 b,1,1,1,Transit,2022,2.99432,,10.088,0.9,508.52545,1.6,0.019,,,4780.0,3.22,1.32
TOI-2338 b,1,1,1,Transit,2023,22.65398,0.158,11.209,1.0,1900.61387,5.98,0.676,799,,5581.0,1.05,0.99
TOI-2364 b,1,1,1,Transit,2023,4.0197517,0.04871,8.608,0.768,71.51139,0.225,0.0,1091,,5306.0,0.89,0.95
TOI-2368 b,1,1,1,Transit,2024,5.1750073,0.05649,10.839,0.967,206.58846,0.65,0.061,1000,,5360.0,0.85,0.9
TOI-237 b,1,1,1,Transit,2020,5.436098,0.0341,1.44,0.128,,,0.0,388,M4.5 V,3212.0,0.21,0.18
TOI-2373 b,1,1,1,Transit,2023,13.33668,0.112,10.424,0.93,2955.80419,9.3,0.112,860,,5651.0,1.1,1.04
TOI-2374 b,1,1,1,Transit,2024,4.31361,0.0471,6.81,0.608,56.64,0.17821,0.13,885,,4802.0,0.69,0.75
TOI-2379 b,1,1,1,Transit,2024,5.4693827,0.05263,11.725,1.046,1830.69162,5.76,0.342,624,,3707.0,0.62,0.65
TOI-238 b,1,1,2,Transit,2024,1.273114,0.0212,1.612,0.144,,,,1457,,5080.0,0.75,0.79
TOI-238 c,1,1,2,Radial Velocity,2024,8.465651,0.0749,2.18,0.194,6.7,0.02108,0.36,696,K2V,5059.0,0.73,0.79
TOI-2384 b,1,1,1,Transit,2024,2.13570304,0.02793,11.489,1.025,624.85065,1.966,0.0,890,,3943.0,0.61,0.64
TOI-2406 b,1,1,1,Transit,2021,3.0766891,0.02267,2.86,0.255,15.6,0.04908,0.17,449,,3100.0,0.2,0.17
TOI-2411 b,1,1,1,Transit,2022,0.7826942,0.0144,1.68,0.15,,,,1355,,4099.0,0.68,0.65
TOI-2416 b,1,1,1,Transit,2023,8.275479,0.0831,9.864,0.88,953.48522,3.0,0.32,1080,,5808.0,1.24,1.12
TOI-2420 b,1,1,1,Transit,2024,5.842641,0.0684,15.02,1.34,294.62693,0.927,0.055,1572,,,2.37,1.16
TOI-2421 b,1,1,1,Transit,2022,4.3474032,0.0543,10.368,0.925,105.83686,0.333,0.0,1534,,5607.0,1.75,1.13
TOI-2427 b,1,1,1,Transit,2022,1.3060011,0.0202,1.8,0.161,,,,1117,,4072.0,0.65,0.64
TOI-244 b,1,1,1,Transit,2023,7.397225,0.0559,1.52,0.136,2.68,0.00843,,458,M2.5 V,3433.0,0.43,0.43
TOI-2443 b,1,1,1,Transit,2023,15.669494,,2.773,0.247,,,,601,,4357.0,0.73,0.66
TOI-2445 b,1,1,1,Transit,2022,0.3711281,0.0064,1.25,0.112,,,,1060,,3333.0,0.27,0.25
TOI-2447 b,1,1,1,Transit,2024,69.33684,0.347,9.606,0.857,124.90656,0.393,0.17,414,,5730.0,1.01,1.03
TOI-2458 b,1,1,2,Transit,2024,3.73659,0.0482,2.83,0.252,13.31,0.04188,0.087,1509,F9-F9.5,6005.0,1.31,1.05
TOI-2458 c,1,1,2,Radial Velocity,2024,16.553,0.129,,,,,0.29,,F9-F9.5,6005.0,1.31,1.05
TOI-2459 b,1,1,1,Transit,2023,19.104718,,2.953,0.263,,,,445,,4195.0,0.68,0.66
TOI-2485 b,1,1,1,Transit,2024,11.23479,0.1093,12.139,1.083,766.60212,2.412,0.0341,1134,,,1.72,1.16
TOI-2497 b,1,1,1,Transit,2023,10.655669,0.1166,11.142,0.994,1531.93292,4.82,0.195,1595,,7360.0,2.36,1.86
TOI-2498 b,1,1,1,Transit,2023,3.738252,0.0491,6.06,0.541,34.62,0.10893,0.089,1443,,5905.0,1.26,1.12
TOI-251 b,1,1,1,Transit,2021,4.93777,0.05741,2.74,0.244,317.83,1.0,0.0,,,5875.0,0.88,1.04
TOI-2524 b,1,1,1,Transit,2023,7.18585,0.073,11.209,1.0,203.41018,0.64,0.0,1100,,5831.0,1.12,1.01
TOI-2525 b,1,1,2,Transit,2023,23.2856,0.1511,8.676,0.774,26.69759,0.084,0.17,,K8 V,5096.0,0.79,0.85
TOI-2525 c,1,1,2,Transit,2023,49.2519,0.249,10.133,0.904,208.81326,0.657,0.157,,K8 V,5096.0,0.79,0.85
TOI-2529 b,1,1,1,Transit,2024,64.5949,0.327,11.545,1.03,743.71847,2.34,0.021,636,,5802.0,1.7,1.11
TOI-2545 b,1,1,1,Transit,2022,7.994037,,2.75,0.245,,,,,,5846.29,1.25,1.05
TOI-2567 b,1,1,1,Transit,2022,5.983944,0.0672,10.929,0.975,63.88351,0.201,0.0,1352,,5611.0,1.69,1.13
TOI-257 b,1,1,1,Transit,2021,18.38818,0.1528,7.163,0.639,43.86032,0.138,0.0,1027,,6095.0,1.87,1.41
TOI-2570 b,1,1,1,Transit,2022,2.9887615,0.04145,13.641,1.217,260.61929,0.82,0.0,1431,,5771.0,1.09,1.06
TOI-2583 A b,1,2,1,Transit,2023,4.5207265,0.0571,14.46,1.29,79.4571,0.25,0.0,1456,,5936.0,1.48,1.22
TOI-2587 A b,1,2,1,Transit,2023,5.45664,0.0635,12.072,1.077,69.28659,0.218,0.0,1445,,5760.0,1.73,1.15
TOI-2589 b,1,1,1,Transit,2023,61.6277,0.3,12.106,1.08,1112.39942,3.5,0.522,592,,5579.0,1.07,0.93
TOI-260 b,1,1,1,Transit,2024,13.475853,0.0943,1.71,0.153,4.23,0.01331,0.0,493,K8 V,4026.0,0.61,0.62
TOI-261.01,1,1,1,Transit,2024,3.3639254,0.034792,3.045,0.271,,,,1722,,5890.3,1.28,0.5
TOI-262 b,1,1,1,Transit,2023,11.14529,0.163,2.07,0.185,,,,584,K0 V,5310.0,0.85,0.91
TOI-2641 b,1,1,1,Transit,2023,4.880974,0.0607,18.103,1.615,122.68177,0.386,0.18,1387,F9 V,6100.0,1.34,1.16
TOI-2669 b,1,1,1,Transit,2022,6.2034,,19.728,1.76,193.87533,0.61,0.09,,,4800.0,4.1,1.19
TOI-269 b,1,1,1,Transit,2021,3.6977104,0.0345,2.77,0.247,8.8,0.02769,0.425,531,M2 V,3514.0,0.4,0.39
TOI-270 b,1,1,3,Transit,2019,3.3601538,0.03197,1.206,0.108,1.58,0.00497,0.034,581,M,3506.0,0.38,0.39
TOI-270 c,1,1,3,Transit,2019,5.6605731,0.04526,2.355,0.21,6.15,0.01935,0.027,488,M,3506.0,0.38,0.39
TOI-270 d,1,1,3,Transit,2019,11.379573,0.0721,2.133,0.19,4.78,0.01504,0.032,387,M,3506.0,0.38,0.39
TOI-2714 b,1,1,1,Transit,2024,2.499387,0.036,13.72,1.224,228.0,0.71737,0.164,1603,,5665.0,1.25,1.07
TOI-2768 b,1,1,1,Transit,2024,1.50801,0.027,2.63,0.235,,,,855,M,4008.0,0.66,0.63
TOI-277 b,1,1,1,Transit,2022,3.994,0.0269,2.65,0.236,,,,,,4031.0,0.36,0.16
TOI-2796 b,1,1,1,Transit,2023,4.8084983,0.0569,17.262,1.54,139.8445,0.44,0.0,1205,,5764.0,1.07,1.06
TOI-2803 A b,1,2,1,Transit,2023,1.96229325,0.03185,18.114,1.616,309.8827,0.975,0.0,1893,,6280.0,1.25,1.12
TOI-2818 b,1,1,1,Transit,2023,4.039709,0.0493,15.278,1.363,225.65817,0.71,0.0,1376,,5721.0,1.23,0.98
TOI-2842 b,1,1,1,Transit,2023,3.5514058,0.0475,12.845,1.146,117.59651,0.37,0.0,1471,,5910.0,1.26,1.14
TOI-286 b,1,1,2,Transit,2024,4.5117244,0.0503,1.42,0.127,4.53,0.01425,0.0,979,K3 V,5152.0,0.78,0.83
TOI-286 c,1,1,2,Transit,2024,39.361826,0.213,1.88,0.168,3.72,0.0117,0.0,475,K3 V,5152.0,0.78,0.83
TOI-2977 b,1,1,1,Transit,2023,2.3505614,0.03386,13.159,1.174,533.95172,1.68,0.0,1544,,5691.0,1.07,0.94
TOI-2981 b,1,1,1,Transit,2024,3.601501,0.048,13.4,1.195,638.0,2.00737,0.035,1358,,5940.0,1.08,1.03
TOI-3023 b,1,1,1,Transit,2023,3.9014971,0.0505,16.432,1.466,197.05361,0.62,0.0,1596,,5760.0,1.67,1.12
TOI-3071 b,1,1,1,Transit,2024,1.266938,0.0249,7.16,0.639,68.2,0.21458,0.09,2155,,6177.0,1.31,1.29
TOI-3082 b,1,1,1,Transit,2023,1.926907,,3.662,0.327,,,,1033,,4263.0,0.68,0.66
TOI-3235 b,1,1,1,Transit,2023,2.59261842,0.02709,11.4,1.017,211.35589,0.665,0.029,604,M V,3388.8,0.37,0.39
TOI-3261 b,1,1,1,Transit,2024,0.8831331,0.01714,3.82,0.341,30.3,0.09533,0.0,1722,K1.5+/-1,5068.0,0.85,0.86
TOI-329 b,1,1,1,Transit,2024,5.70439,0.0638,4.941,0.441,40.4,0.12711,0.39,1213,,5614.0,1.53,1.07
TOI-332 b,1,1,1,Transit,2023,0.777038,0.0159,3.2,0.285,57.2,0.17997,0.0,1871,K0 V,5251.0,0.87,0.88
TOI-3321 b,1,1,1,Transit,2024,3.6525145,0.047,15.558,1.388,176.07694,0.554,0.054,1616,,5850.0,1.55,1.04
TOI-3331 A b,1,2,1,Transit,2022,2.0180231,0.03144,12.98,1.158,721.47048,2.27,0.0,1488,,5609.0,0.95,1.02
TOI-3353.01,1,1,1,Transit,2024,4.6657965,0.060118,2.667,0.238,,,,1264,,6365.0,1.02,1.33
TOI-3362 b,1,1,1,Transit,2021,18.09547,0.153,12.801,1.142,1598.35906,5.029,0.815,,,6532.0,1.83,1.45
TOI-3364 b,1,1,1,Transit,2023,5.8768918,0.0675,12.229,1.091,530.77344,1.67,0.0,1264,,5706.0,1.42,1.19
TOI-3540 A b,1,2,1,Transit,2022,3.119999,0.04289,23.539,2.1,375.03752,1.18,0.0,1498,,5810.0,1.23,1.08
TOI-3568 b,1,1,1,Transit,2024,4.417965,0.0485,5.3,0.483,26.4,0.083,0.035,899,,4969.0,0.72,0.78
TOI-3629 b,1,1,1,Transit,2022,3.936551,0.043,8.295,0.74,82.63539,0.26,0.05,690,M1,3870.0,0.6,0.63
TOI-3688 A b,1,2,1,Transit,2023,3.246075,0.0456,13.081,1.167,311.47184,0.98,0.0,1534,,5950.0,1.3,1.2
TOI-3693 b,1,1,1,Transit,2022,9.088516,0.0813,12.599,1.124,324.18498,1.02,0.0,801,,5321.0,0.79,0.87
TOI-3714 b,1,2,1,Transit,2022,2.154849,0.027,11.321,1.01,222.47988,0.7,0.03,750,M2,3660.0,0.51,0.53
TOI-3757 b,1,1,1,Transit,2022,3.438753,0.03845,12.0,1.071,85.3,0.26838,0.14,759,M0 V,3913.0,0.62,0.64
TOI-3785 b,1,1,1,Transit,2023,4.6747373,0.043,5.14,0.459,14.95,0.04704,0.11,582,M2 V,3576.0,0.5,0.52
TOI-3807 b,1,1,1,Transit,2023,2.8989727,0.0421,18.495,1.65,330.54154,1.04,0.0,1646,,5772.0,1.47,1.18
TOI-3819 b,1,1,1,Transit,2023,3.2443141,0.04611,13.137,1.172,352.78953,1.11,0.0,1633,,5859.0,1.54,1.24
TOI-3884 b,1,1,1,Transit,2022,4.5445828,0.0361,6.43,0.574,32.59,0.10254,0.06,441,,3180.0,0.3,0.3
TOI-3894 b,1,1,1,Transit,2024,4.33454,0.05354,15.278,1.363,260.61929,0.82,0.05,1531,,6000.0,1.5,1.14
TOI-3912 b,1,1,1,Transit,2023,3.4936264,0.0463,14.28,1.274,129.03833,0.406,0.0,1512,,5725.0,1.39,1.09
TOI-3919 b,1,1,1,Transit,2024,7.433234,0.0795,12.319,1.099,1233.17422,3.88,0.259,1198,,6100.0,1.32,1.21
TOI-3976 A b,1,2,1,Transit,2023,6.607662,0.0743,12.274,1.095,55.61997,0.175,0.0,1295,,5975.0,1.5,1.25
TOI-3984 A b,1,2,1,Transit,2023,4.353326,0.041,7.9,0.71,44.0,0.14,0.23,563,M4+/-0.5,3476.0,0.47,0.49
TOI-4010 b,1,1,4,Transit,2023,1.348335,0.0229,3.02,0.269,11.0,0.03461,0.03,1441,K V,4960.0,0.83,0.88
TOI-4010 c,1,1,4,Transit,2023,5.414654,0.058,5.93,0.529,20.31,0.0639,0.03,907,K V,4960.0,0.83,0.88
TOI-4010 d,1,1,4,Transit,2023,14.70886,0.113,6.18,0.551,38.15,0.12003,0.07,650,K V,4960.0,0.83,0.88
TOI-4010 e,1,1,4,Radial Velocity,2023,762.0,1.57,,,,,0.26,174,K V,4960.0,0.83,0.88
TOI-406 c,1,1,2,Transit,2024,3.307441,0.0322,1.32,0.118,2.08,0.00654,0.032,584,M3,3392.0,0.41,0.41
TOI-406.01,1,1,2,Transit,2024,13.175682,0.0809,2.08,0.186,6.57,0.02067,0.056,368,M3,3392.0,0.41,0.41
TOI-4087 b,1,1,1,Transit,2023,3.1774835,0.04469,13.047,1.164,232.01474,0.73,0.0,1458,,6060.0,1.11,1.18
TOI-411 b,1,1,3,Transit,2022,4.040295,0.05727,1.362,0.122,13.71,0.04314,,1241,,6169.0,1.12,1.1
TOI-411 c,1,1,3,Transit,2022,9.573083,0.1017,2.328,0.208,9.72,0.03058,,931,,6169.0,1.12,1.1
TOI-4127 b,1,1,1,Transit,2023,56.39879,0.3081,12.285,1.096,731.00534,2.3,0.7471,605,F V,6096.0,1.29,1.23
TOI-4137 b,1,1,1,Transit,2022,3.8016122,0.05222,13.574,1.211,457.67291,1.44,0.0,1570,,6202.0,1.44,1.31
TOI-4145 A b,1,2,1,Transit,2023,4.0664428,0.04823,13.305,1.187,136.66622,0.43,0.0,1074,,5281.0,0.86,0.91
TOI-4153 b,1,1,1,Transit,2024,4.6174141,0.06311,16.119,1.438,365.50267,1.15,0.039,1669,,6860.0,1.6,1.57
TOI-4184 b,1,1,1,Transit,2023,4.9019804,0.0336,2.43,0.217,,,,412,M5.5+/-0.5,3238.0,0.23,0.21
TOI-4201 b,1,1,1,Transit,2023,3.5819194,0.04,13.675,1.22,788.21445,2.48,0.041,725,M1.0+/-0.5,3794.0,0.63,0.61
TOI-421 b,1,2,2,Transit,2020,5.197576,0.0554,2.64,0.236,6.7,0.02108,0.13,922,G9 V,5291.0,0.87,0.83
TOI-421 c,1,2,2,Transit,2020,16.067541,0.117,5.09,0.454,14.1,0.04436,0.19,635,G9 V,5291.0,0.87,0.83
TOI-4308 b,1,1,1,Transit,2023,9.151201,,2.419,0.216,,,,763,,5243.0,0.79,0.9
TOI-431 b,1,1,3,Transit,2021,0.490047,0.0113,1.28,0.114,3.07,0.00966,0.0,1862,,4850.0,0.73,0.78
TOI-431 c,1,1,3,Radial Velocity,2021,4.8494,0.052,,,,,0.0,867,,4850.0,0.73,0.78
TOI-431 d,1,1,3,Transit,2021,12.46103,0.098,3.29,0.294,9.9,0.03115,0.0,633,,4850.0,0.73,0.78
TOI-4329 b,1,1,1,Transit,2022,2.9223,,16.813,1.5,143.02278,0.45,0.068,,,6000.0,2.31,1.54
TOI-4336 A b,1,3,1,Transit,2024,16.336334,0.0872,2.12,0.189,,,,308,M3.5+/-0.5,3298.0,0.33,0.33
TOI-4342 b,1,1,2,Transit,2023,5.5382498,0.05251,2.266,0.202,,,,634,M0 V,3901.0,0.6,0.63
TOI-4342 c,1,1,2,Transit,2023,10.688716,0.0814,2.415,0.215,,,,509,M0 V,3901.0,0.6,0.63
TOI-4377 b,1,1,1,Transit,2023,4.378081,0.0579,15.11,1.348,304.16179,0.957,0.045,,,4974.0,3.52,1.36
TOI-4379 b,1,1,1,Transit,2024,3.25352,,16.69,1.489,353.74302,1.113,0.018,,,6020.0,1.98,1.37
TOI-4406 b,1,1,1,Transit,2023,30.08364,0.201,11.209,1.0,95.34852,0.3,0.15,904,,6219.0,1.29,1.19
TOI-4438 b,1,1,1,Transit,2024,7.44628,0.0534,2.52,0.225,5.4,0.01699,0.14,435,M3.5 V,3422.0,0.37,0.37
TOI-444 b,1,1,1,Transit,2023,17.9636,0.133,2.77,0.247,,,,609,K1/2 V,5225.0,0.78,0.96
TOI-4443.01,1,1,1,Transit,2024,1.8498567,0.029963,1.719,0.153,,,,1639,,5834.0,1.02,1.05
TOI-4463 A b,1,2,1,Transit,2023,2.8807198,0.04036,13.26,1.183,252.35576,0.794,0.0,1395,,5640.0,1.06,1.06
TOI-4479 b,1,1,1,Transit,2022,1.1589,0.0164,2.82,0.252,,,,861,M3.0,3400.0,0.45,0.45
TOI-4495.01,1,1,1,Transit,2024,5.1830043,0.061733,3.63,0.324,,,,1383,,6156.0,1.34,1.17
TOI-4504 b,1,1,3,Transit,2024,2.42614,0.03392,2.691,0.24,,,0.0,,K1 V,5315.0,0.92,0.89
TOI-4504 c,1,1,3,Transit,2024,82.97213,0.3569,11.097,0.99,1197.32317,3.7672,0.032,,K1 V,5315.0,0.92,0.89
TOI-4504 d,1,1,3,Transit Timing Variations,2024,40.5634,0.2219,,,450.23572,1.4166,0.0445,,K1 V,5315.0,0.92,0.89
TOI-451 b,1,2,3,Transit,2020,1.858703,0.0283,1.91,0.17,,,0.0,1491,,5550.0,0.88,0.95
TOI-451 c,1,2,3,Transit,2020,9.192522,0.0823,3.1,0.277,,,0.0,875,,5550.0,0.88,0.95
TOI-451 d,1,2,3,Transit,2020,16.364988,0.1208,4.07,0.363,,,0.0,722,,5550.0,0.88,0.95
TOI-4515 b,1,1,1,Transit,2024,15.266446,0.118,12.17,1.086,637.0,2.005,0.461,705,G8/G9,5433.0,0.86,0.95
TOI-4527.01,1,1,1,Transit,2024,0.3994445,0.008332,0.909,0.081,,,,1363,,3702.0,0.49,0.48
TOI-4551 b,1,1,1,Transit,2023,9.95581,0.0994,11.859,1.058,473.56433,1.49,0.101,,,4896.0,3.55,1.31
TOI-4559 b,1,1,1,Transit,2024,3.965991,0.0359,1.415,0.126,,,,554,,3558.0,0.37,0.39
TOI-4562 b,1,1,2,Transit,2023,225.1064,,,,,,,,F7 V,6096.0,1.15,1.19
TOI-4562 c,1,1,2,Transit Timing Variations,2024,3990.0,5.219,,,1833.86991,5.77,0.122,,F7 V,6096.0,1.15,1.19
TOI-4582 b,1,1,1,Transit,2023,31.034,,10.536,0.94,168.44906,0.53,0.51,,,5190.0,2.5,1.34
TOI-4600 b,1,1,2,Transit,2023,82.6869,0.349,6.8,0.607,959.84179,3.02,0.25,347,K V,5170.0,0.81,0.89
TOI-4600 c,1,1,2,Transit,2023,482.8191,1.152,9.42,0.841,2946.26933,9.27,0.21,191,K V,5170.0,0.81,0.89
TOI-4602.01,1,1,1,Transit,2024,3.9812091,0.050997,2.55,0.227,,,,1380,,6011.9,1.16,1.12
TOI-4603 b,1,1,1,Transit,2023,7.24599,0.0888,11.68,1.042,4096.80817,12.89,0.325,1677,F,6264.0,2.74,1.76
TOI-4633 c,1,2,1,Transit,2024,271.9445,0.847,3.2,0.285,123.0,0.387,0.117,,G V,5800.0,1.05,1.1
TOI-4638.01,1,1,1,Transit,2024,10.28391879,0.093013,2.933,0.262,,,,,,5700.0,0.9,1.02
TOI-4641 b,1,1,1,Transit,2023,22.09341,0.173,8.183,0.73,1229.99594,3.87,0.074,,,6560.0,1.72,1.41
TOI-470 b,1,1,1,Transit,2023,12.19148,0.119,4.34,0.387,,,,660,G,5190.0,0.83,0.87
TOI-4791 b,1,1,1,Transit,2023,4.28088,0.0555,12.442,1.11,734.18362,2.31,0.0,1472,,6058.0,1.41,1.24
TOI-480 b,1,1,1,Transit,2024,6.866196,0.077,2.854,0.255,20.8,0.06544,0.0,1199,,6174.0,1.49,1.28
TOI-481 b,1,1,1,Transit,2020,10.33111,0.097,11.097,0.99,486.2799,1.53,0.153,1370,G,5735.0,1.66,1.14
TOI-4860 b,1,1,1,Transit,2023,1.5227591,0.01808,8.7,0.77,86.7,0.273,0.008,694,M3.5 V,3260.0,0.36,0.34
TOI-4914 b,1,1,1,Transit,2024,10.60057,0.098,12.87,1.148,227.0,0.71422,0.408,894,,5805.0,1.0,1.03
TOI-4994 b,1,1,1,Transit,2024,21.491984,0.1515,8.541,0.762,88.99195,0.28,0.319,718,,5640.0,1.05,1.0
TOI-500 b,1,1,4,Transit,2022,0.548177,0.01189,1.166,0.104,1.42,0.00447,0.063,1617,K6 V,4440.0,0.68,0.74
TOI-500 c,1,1,4,Radial Velocity,2022,6.6356,,,,,,0.072,,K6 V,4440.0,0.68,0.74
TOI-500 d,1,1,4,Radial Velocity,2022,26.233,,,,,,0.016,,K6 V,4440.0,0.68,0.74
TOI-500 e,1,1,4,Radial Velocity,2022,61.3,,,,,,0.073,,K6 V,4440.0,0.68,0.74
TOI-5005 b,1,1,1,Transit,2024,6.3085044,0.06614,6.25,0.558,32.7,0.103,,1040,G2 V,5749.0,0.93,0.97
TOI-5076 b,1,2,1,Transit,2024,23.445,,3.2,0.285,16.0,0.05034,,615,K2 V,5070.0,0.78,0.8
TOI-5082.01,1,1,1,Transit,2024,4.240122,0.051205,2.548,0.227,,,,1165,,5670.0,0.93,1.0
TOI-5126 b,1,1,2,Transit,2023,5.4588385,0.06519,4.74,0.423,,,0.0,1442,F V,6150.0,1.24,1.24
TOI-5126 c,1,1,2,Transit,2023,17.8999,0.1439,3.86,0.344,,,0.0,971,F V,6150.0,1.24,1.24
TOI-5153 b,1,1,1,Transit,2022,20.33003,0.158,11.882,1.06,1036.12061,3.26,0.091,906,F8 V,6300.0,1.4,1.24
TOI-5174 b,1,1,1,Transit,2022,12.214286,,5.351,0.477,,,,,,5643.77,1.09,1.0
TOI-519 b,1,1,1,Transit,2021,1.2652328,0.0159,11.545,1.03,147.15455,0.463,0.33,687,M V,3322.0,0.35,0.34
TOI-5205 b,1,1,1,Transit,2023,1.630757,0.0199,11.6,1.03,343.0,1.08,0.02,737,M4.0,3430.0,0.39,0.39
TOI-5218 b,1,1,1,Transit,2024,4.291452,0.0469,9.86,0.879,657.0,2.06715,0.0,783,,4230.0,0.71,0.74
TOI-5232 b,1,1,1,Transit,2024,4.0966692,0.05593,12.778,1.14,743.71847,2.34,0.035,1772,,6500.0,1.78,1.39
TOI-5238 b,1,1,1,Transit,2022,4.872171,,5.22,0.466,,,,,,5631.0,1.02,1.0
TOI-5293 A b,1,2,1,Transit,2023,2.930289,0.034,11.9,1.06,170.4,0.54,0.38,675,M3+/-1,3586.0,0.52,0.54
TOI-530 b,1,1,1,Transit,2021,6.387597,0.052,9.303,0.83,127.13136,0.4,0.0,565,M0.5 V,3659.0,0.54,0.53
TOI-5301 b,1,1,1,Transit,2024,5.858858,0.073,13.092,1.168,1182.32167,3.72,0.33,1648,,6240.0,2.19,1.48
TOI-5319 b,1,1,1,Transit,2024,4.07853,0.0506,2.83,0.252,,,,695,M,3580.0,0.48,0.5
TOI-532 b,1,1,1,Transit,2021,2.3266508,0.0296,5.82,0.519,61.5,0.1935,0.0,867,,3927.0,0.61,0.64
TOI-5344 b,1,1,1,Transit,2023,3.792622,0.04041,10.604,0.946,130.9453,0.412,0.054,689,,3747.0,0.59,0.61
TOI-5388.01,1,1,1,Transit,2024,2.594675,0.024336,1.894,0.169,,,,601,,3495.0,0.31,0.29
TOI-5398 b,1,1,2,Transit,2022,10.590547,0.098,10.3,0.919,58.7,0.18469,0.13,947,G V,6000.0,1.05,1.15
TOI-5398 c,1,1,2,Transit,2023,4.77271,0.057,3.52,0.314,11.8,0.03713,0.14,1242,G V,6000.0,1.05,1.15
TOI-540 b,1,1,1,Transit,2020,1.2391491,0.01223,0.903,0.081,,,0.0,611,M V,3216.0,0.19,0.16
TOI-544 b,1,1,2,Transit,2022,1.548352,0.0225,2.018,0.18,2.89,0.00909,0.0,999,,4169.0,0.62,0.63
TOI-544 c,1,1,2,Radial Velocity,2023,50.089,,,,,,0.32,,,4169.0,0.62,0.63
TOI-5542 b,1,1,1,Transit,2022,75.12375,0.332,11.31,1.009,419.5335,1.32,0.018,441,G3 V,5700.0,1.06,0.89
TOI-558 b,1,1,1,Transit,2021,14.574071,0.1291,12.173,1.086,1147.36055,3.61,0.298,1061,F V,6466.0,1.5,1.35
TOI-559 b,1,1,1,Transit,2021,6.9839095,0.0723,12.229,1.091,1910.14873,6.01,0.151,1180,G V,5925.0,1.23,1.03
TOI-561 b,1,1,4,Transit,2020,0.4465688,0.0106,1.425,0.127,2.0,0.00629,0.0,2310,G9 V,5372.0,0.84,0.81
TOI-561 c,1,1,4,Transit,2020,10.778831,0.0884,2.91,0.26,5.39,0.01696,0.03,800,G9 V,5372.0,0.84,0.81
TOI-561 d,1,1,4,Transit,2020,25.7124,0.158,2.82,0.252,13.2,0.04153,0.122,598,G9 V,5372.0,0.84,0.81
TOI-561 e,1,1,4,Transit,2020,77.03,0.328,2.55,0.227,12.6,0.03964,0.079,415,G9 V,5372.0,0.84,0.81
TOI-5616 b,1,1,1,Transit,2024,2.002849,0.0272,10.78,0.961,624.0,1.96332,0.0,939,,3996.0,0.65,0.67
TOI-5634 A b,1,2,1,Transit,2024,2.2035373,0.0272,10.42,0.923,588.0,1.85005,0.0,837,,3896.0,0.54,0.56
TOI-564 b,1,1,1,Transit,2020,1.651144,0.02734,11.433,1.02,464.98529,1.463,0.072,1714,,5640.0,1.09,1.0
TOI-5678 b,1,1,1,Transit,2023,47.73022,0.249,4.91,0.438,20.0,0.06293,0.14,513,G7 V,5485.0,0.94,0.91
TOI-5688 A b,1,2,1,Transit,2024,2.94815527,0.03379,10.3,0.92,124.0,0.39,0.128,742,,3713.0,0.57,0.6
