pl_name,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_massjlim,pl_dens,st_mass
K2-183 b,1,1,3,0.469285,,1.1,0.098,,,,,
K2-182 b,1,1,1,4.7369696,0.05174,2.713,0.242,20.97667,0.066,0,5.7,0.82
K2-181 b,1,1,1,6.893813,0.0714,2.836,0.253,,,,,1.02
K2-180 b,1,1,1,8.865663,0.0756,2.466,0.22,11.41004,0.0359,0,4.16,0.73
K2-18 c,1,1,2,8.962,0.06,,,,,,,0.36
K2-18 b,1,1,2,32.939623,0.1429,2.37,0.211,8.92,0.02807,0,4.11,0.36
K2-179 b,1,1,1,5.172191,,2.513,0.224,,,,,0.82
K2-178 b,1,1,1,8.747818,,3.558,0.317,,,,,0.95
K2-177 b,1,1,1,14.155185,,2.116,0.189,,,,,1.21
K2-176 b,1,1,1,5.329439,,1.491,0.133,,,,,0.94
K2-175 b,1,1,1,9.525988,,2.038,0.182,,,,,1.09
K2-174 b,1,1,1,19.562307,0.126,2.6,0.232,,,,,0.7
K2-173 b,1,1,1,5.868699,,1.608,0.143,,,,,0.88
K2-172 c,1,1,2,29.62682,,3.206,0.286,,,,,0.93
K2-172 b,1,1,2,14.316941,,1.666,0.149,,,,,0.93
K2-171 b,1,1,1,5.628466,,2.687,0.24,,,,,0.89
K2-170 c,1,1,2,12.400047,,1.802,0.161,,,,,0.96
K2-170 b,1,1,2,7.576544,,1.418,0.127,,,,,0.96
K2-17 b,1,1,1,17.96753,0.119,2.23,0.199,,,,,0.71
K2-169 b,1,1,1,6.380803,,1.273,0.114,,,,,0.99
K2-168 b,1,1,2,15.8523,,1.86,0.166,,,,,0.88
K2-167 b,1,1,1,9.978541,0.0932,2.365,0.211,,,,,1.08
K2-166 b,1,1,2,8.52695,0.0858,2.19,0.195,,,,,1.16
K2-165 d,1,1,3,14.101361,,2.648,0.236,,,,,0.83
K2-165 c,1,1,3,4.382745,,1.554,0.139,,,,,0.83
K2-165 b,1,1,3,2.354992,,1.274,0.114,,,,,0.83
K2-164 b,1,1,1,17.355066,,3.249,0.29,,,,,1.18
K2-163 b,1,1,1,6.673117,,2.466,0.22,,,,,0.83
K2-162 b,1,1,1,9.45889,0.0795,1.44,0.128,,,,,0.75
K2-161 b,1,1,1,9.283188,,6.117,0.546,,,,,0.99
K2-160 b,1,1,1,3.705871,,3.178,0.284,,,,,0.98
K2-16 c,1,1,3,19.07863,0.1229,2.54,0.227,,,,,0.68
K2-16 b,1,1,3,7.6188,0.0667,2.02,0.18,,,,,0.68
K2-159 b,1,1,1,12.42205,0.1013,2.26,0.202,,,,,0.9
K2-158 c,1,1,2,5.90279,0.0622,1.28,0.114,,,,,0.92
K2-158 b,1,1,2,10.06049,0.0887,2.64,0.236,,,,,0.92
K2-157 b,1,1,1,0.365261,,1.0,0.089,,,,,
K2-156 b,1,1,1,0.813143,,1.1,0.098,,,,,
K2-155 d,1,1,3,40.718,0.1937,1.9,0.17,,,,,0.65
K2-155 c,1,1,3,13.85,0.0946,2.6,0.232,,,,,0.65
K2-155 b,1,1,3,6.342,0.0562,1.8,0.161,,,,,0.65
K2-154 c,1,1,2,7.95486,0.0677,2.07,0.185,,,,,0.65
K2-154 b,1,1,2,3.67626,0.0405,1.99,0.178,,,,,0.65
K2-153 b,1,1,1,7.51574,0.0614,2.0,0.178,,,,,0.55
K2-152 b,1,1,1,32.6479,0.1716,2.29,0.204,,,,,0.63
K2-151 b,1,2,1,3.835476,0.0373,1.49,0.133,,,,,0.47
K2-150 b,1,1,1,10.59357,0.0727,2.0,0.178,,,,,0.46
K2-15 b,1,1,1,11.8104,0.091,2.48,0.221,,,,,0.72
K2-149 b,1,1,1,11.332,0.083,1.64,0.146,,,,,0.59
K2-148 d,1,2,3,9.7579,0.0774,1.64,0.146,,,,,0.65
K2-148 c,1,2,3,6.9226,0.0616,1.73,0.154,,,,,0.65
K2-148 b,1,2,3,4.38395,0.0454,1.33,0.119,,,,,0.65
K2-147 b,1,1,1,0.961939,0.01575,1.473,0.131,,,,,0.56
K2-146 c,1,1,2,4.00498,,2.19,0.195,7.49,0.02358,0,3.92,0.33
K2-146 b,1,1,2,2.6446,,2.05,0.183,5.77,0.01816,0,3.69,0.33
K2-141 c,1,1,2,7.7485,0.0683,7.0,0.624,8.0,0.02517,1,0.081,0.71
K2-141 b,1,1,2,0.2803244,0.00747,1.51,0.135,4.97,0.01564,0,7.93,0.71
K2-140 b,1,1,1,6.569188,0.068,13.563,1.21,295.58042,0.93,0,0.66,0.96
K2-14 b,1,1,1,8.36802,0.0627,4.81,0.429,,,,,0.47
K2-139 b,1,1,1,28.380619,0.1796,9.11,0.813,,,,,0.96
K2-138 g,1,1,6,41.96797,0.23109,3.013,0.269,4.32,0.01359,0,0.9,0.94
K2-138 f,1,1,6,12.75758,0.10447,2.904,0.259,1.63,0.00513,0,0.4,0.94
K2-138 e,1,1,6,8.26146,0.0782,3.39,0.302,12.97,0.04081,0,1.8,0.94
K2-138 d,1,1,6,5.40479,0.05893,2.39,0.213,7.92,0.02492,0,3.1,0.94
K2-138 c,1,1,6,3.56004,0.04461,2.299,0.205,6.31,0.01985,0,2.8,0.94
K2-138 b,1,1,6,2.35309,0.03385,1.51,0.135,3.1,0.00975,0,4.9,0.94
K2-137 b,1,1,1,0.179719,,0.64,0.057,,,,,
K2-136 d,1,2,3,25.575,0.1538,1.565,0.14,3.0,0.00944,1,4.3,0.74
K2-136 c,1,2,3,17.30713,0.1185,3.0,0.268,18.1,0.05695,0,3.69,0.74
K2-136 b,1,2,3,7.9752,0.0707,1.014,0.09,4.3,0.01353,1,24.0,0.74
K2-133 e,1,1,4,26.5841,0.1346,1.73,0.154,,,,,0.46
K2-133 d,1,1,4,11.02454,0.07487,2.003,0.179,,,,,0.46
K2-133 c,1,1,4,4.86784,0.04341,1.603,0.143,,,,,0.46
K2-133 b,1,1,4,3.07133,0.03194,1.34,0.12,,,,,0.46
K2-132 b,1,1,1,9.1751,,14.572,1.3,155.7367,0.49,0,,1.08
K2-131 b,1,1,1,0.3693038,0.00936,1.69,0.151,7.9,0.02486,0,8.8,0.8
K2-130 b,1,1,1,2.49412,0.032,1.25,0.112,,,,,0.7
K2-13 b,1,1,1,39.91488,0.2114,1.89,0.169,,,,,0.8
K2-129 b,1,1,1,8.239493,0.057,1.04,0.093,,,,,0.36
K2-128 b,1,1,1,5.675819,0.056,1.42,0.127,,,,,0.71
K2-127 b,1,1,1,3.588163,0.0411,8.37,0.747,,,,,0.72
K2-126 b,1,1,1,7.385655,0.0656,1.97,0.176,,,,,0.69
K2-125 b,1,1,1,21.750264,0.121,2.18,0.194,,,,,0.49
K2-124 b,1,1,1,6.413651,0.049,2.9,0.259,,,,,0.39
K2-123 b,1,1,1,30.951524,0.1649,2.76,0.246,,,,,0.62
K2-122 b,1,2,1,2.2193023,0.0373,1.16,0.103,,,,,0.63
K2-121 b,1,1,1,5.1857539,0.0629,7.52,0.671,,,,,0.69
K2-12 b,1,1,1,8.28246,0.0792,2.44,0.218,5.2,0.01636,1,1.6,0.96
K2-119 b,1,1,1,7.727283,0.0698,2.53,0.226,,,,,0.76
K2-118 b,1,1,1,50.92092,0.245,2.54,0.227,,,,,0.76
K2-117 c,1,1,2,5.444017,0.0492,2.06,0.184,,,,,0.54
K2-117 b,1,1,2,1.2916,0.0189,2.03,0.181,,,,,0.54
K2-116 b,1,1,1,4.655411,0.048,0.69,0.062,,,,,0.69
K2-115 b,1,1,1,20.2729914,0.1415,11.803,1.053,321.00669,1.01,0,1.07,0.92
K2-114 b,1,1,1,11.390931,0.0944,10.592,0.945,638.8351,2.01,0,2.96,0.86
K2-113 b,1,1,1,5.817685,0.0642,12.14,1.083,,,,,1.04
K2-111 c,1,1,2,15.6805,0.11569,,,,,,,0.84
K2-111 b,1,1,2,5.3518,0.0565,1.82,0.162,5.58,0.01756,0,5.0,0.84
K2-110 b,1,1,1,13.86375,0.10207,2.592,0.231,15.9,0.05003,0,5.02,0.74
K2-11 b,1,1,1,39.93767,0.2257,7.55,0.674,,,,,1.35
K2-108 b,1,1,1,4.733999,0.0581,5.33,0.476,,,,,1.17
K2-107 b,1,1,1,3.313959,0.0475,15.98,1.426,,,,,1.3
K2-105 b,1,1,1,8.2669928,0.0833,3.59,0.32,,,,,1.05
K2-104 b,1,1,1,1.9741954,0.0242,1.79,0.16,,,,,0.51
K2-102 b,1,1,1,9.915615,,1.3,0.116,,,,,0.77
K2-101 b,1,1,1,14.6762429,0.1124,2.0,0.178,,,,,0.82
K2-100 b,1,1,1,1.6739035,0.0301,3.88,0.346,21.8,0.06859,0,2.04,1.15
K2-10 b,1,1,1,19.3044,,3.84,0.343,27.0,0.08495,0,2.6,0.92
ITG 15 b,1,2,1,,435.0,,,6674.39655,21.0,0,,
IRAS 04125+2902 b,1,2,1,8.834978,0.077,10.738,0.958,,,,,0.7
IC 4651 9122 b,1,1,1,734.0,2.038,,,,,,,2.1
HU Aqr AB c,1,2,2,4368.0,5.4,,,,,,,0.88
HU Aqr AB b,1,2,2,2390.0,3.6,,,,,,,0.88
HS Psc b,1,1,1,3.986,0.0435,,,,,,,0.69
HR 8799 e,1,1,4,,16.4,13.115,1.17,3178.3,10.0,0,,
HR 8799 d,1,1,4,37000.0,24.0,13.0,1.2,3000.0,10.0,0,,1.5
HR 8799 c,1,1,4,69000.0,38.0,13.0,1.2,3000.0,10.0,0,,1.5
HR 8799 b,1,1,4,170000.0,68.0,13.0,1.2,2000.0,7.0,0,,1.5
HR 858 d,1,2,3,11.23,0.1027,2.164,0.193,,,,,1.15
HR 858 c,1,2,3,5.97293,0.0674,1.939,0.173,,,,,1.15
HR 858 b,1,2,3,3.58599,0.048,2.085,0.186,,,,,1.15
HR 810 b,1,1,1,302.79999,0.92,,,,,,,1.34
HR 5183 b,1,2,1,27000.0,18.0,,,,,,,1.07
HR 2562 b,1,1,1,,20.3,12.442,1.11,9534.9,30.0,0,,1.3
HN Peg b,1,1,1,,773.0,11.777,1.051,6991.57,21.9987,0,,
HN Lib b,1,1,1,36.116,0.1417,,,,,,,0.29
HIP 99770 b,1,1,1,18600.0,16.9,,,5117.03735,16.1,0,,1.85
HIP 97233 b,1,1,1,1062.26506,2.491,,,6098.17365,19.187,0,,1.81
HIP 97166 c,1,1,2,16.432,0.124,,,,,,,0.93
HIP 97166 b,1,1,2,10.288914,0.091,2.48,0.221,19.1,0.0601,0,6.86,0.93
HIP 9618 c,1,1,2,52.56363,0.269,3.429,0.306,7.0,0.02202,1,1.0,0.94
HIP 9618 b,1,1,2,20.772858,0.145,3.828,0.342,8.3,0.02611,1,0.81,0.94
HIP 948 b,1,1,1,24955.45756,15.037,,,6547.26518,20.6,0,,0.71
HIP 94235 b,1,2,1,7.713057,0.0787,3.0,0.268,379.0,1.19247,1,,1.09
HIP 91258 b,1,1,1,5.0505,0.06,,,,,,,0.97
HIP 90988 b,1,1,1,455.73816,1.36,,,,,,,1.61
HIP 86221 b,1,1,1,2.224,0.031,,,,,,,0.79
HIP 8541 b,1,2,2,1852.14387,3.729,,,2451.72833,7.714,0,,2.01
HIP 8152 c,1,1,2,19.60562,0.139,2.524,0.225,10.7,0.03367,0,3.63,0.94
HIP 8152 b,1,1,2,10.751014,0.093,2.536,0.226,8.9,0.028,0,2.97,0.94
HIP 81208 C b,1,3,1,104100.0,23.04,,,4703.86042,14.8,0,,0.14
HIP 79431 b,1,1,1,111.7,0.36,,,,,,,0.49
HIP 79098 AB b,1,2,1,,345.0,,,6515.515,20.5,0,,3.75
HIP 78530 b,1,1,1,,740.0,,,7300.0,23.0,0,,2.5
HIP 77900 b,1,1,1,,3319.0,,,6674.39655,21.0,0,,
HIP 75092 b,1,1,1,926.4,2.02,,,,,,,1.28
HIP 74890 b,1,1,1,822.3,2.1,,,,,,,1.74
HIP 71135 b,1,1,1,87.19,0.335,,,,,,,0.66
HIP 70849 b,1,2,1,3649.0,3.99,,,1430.22783,4.5,0,,0.65
HIP 67851 c,1,1,2,3923.6609,6.032,,,2204.77566,6.937,0,,1.9
HIP 67851 b,1,1,2,88.87622,0.482,,,,,,,1.9
HIP 67537 b,1,1,1,2523.64713,4.807,,,4309.11754,13.558,0,,2.32
HIP 67522 c,1,1,2,14.334892,0.1228,7.936,0.708,,,,,1.22
HIP 67522 b,1,1,2,6.9594731,0.0748,9.987,0.891,,,,,1.22
HIP 66074 b,1,1,1,310.9,0.799,,,1589.14204,5.0,0,,0.7
HIP 65891 b,1,1,1,1079.55726,2.794,,,1871.37366,5.888,0,,2.49
HIP 65426 b,1,1,1,,92.0,16.814,1.5,2860.47,9.0,0,,1.96
HIP 65407 c,1,1,2,67.3,0.316,,,,,,,0.93
HIP 65407 b,1,1,2,28.125,0.177,,,,,,,0.93
HIP 65 A b,1,2,1,0.9809734,0.01782,22.754,2.03,1021.18779,3.213,0,0.48,0.78
HIP 63242 b,1,1,1,124.6,0.565,,,,,,,1.54
HIP 5763 b,1,1,1,30.014,0.17,,,,,,,0.72
HIP 57274 d,1,1,3,431.7,1.01,,,,,,,0.73
HIP 57274 c,1,1,3,32.03,0.178,,,,,,,0.73
HIP 57274 b,1,1,3,8.1352,0.07,,,,,,,0.29
HIP 56640 b,1,1,1,2675.57603,4.55,,,2151.69832,6.77,0,,1.75
HIP 55507 b,1,1,1,5138.43727,5.062,,,2585.53409,8.135,0,,0.65
HIP 54597 b,1,1,1,3274.0,4.0,,,762.78818,2.4,0,,0.8
HIP 54373 c,1,1,2,15.144,0.099,,,,,,,0.57
HIP 54373 b,1,1,2,7.76,0.063,,,,,,,0.57
HIP 5158 c,1,1,2,9017.76,7.7,,,,,,,0.78
HIP 5158 b,1,1,2,345.72,0.89,,,,,,,0.78
HIP 48714 b,1,1,1,17.818,0.112,,,,,,,0.58
HIP 4845 b,1,1,1,34.15,0.176,,,,,,,0.62
HIP 41378 f,1,1,5,1084.0,,,,,,,,1.17
HIP 41378 e,1,1,5,,,,,,,,,1.17
HIP 41378 d,1,1,5,1114.0,,,,,,,,1.17
HIP 41378 c,1,1,5,31.70648,,,,,,,,1.17
HIP 41378 b,1,1,5,15.572098,,,,,,,,1.17
HIP 39017 b,1,1,1,31000.0,22.1,,,7500.75041,23.6,0,,1.52
HIP 38594 c,1,2,2,3477.768,3.805,,,,,,,0.61
HIP 38594 b,1,2,2,60.722,0.256,,,,,,,0.61
HIP 35965 b,1,1,1,26125.56497,15.898,,,2589.98369,8.149,0,,0.78
HIP 35173 b,1,1,1,41.516,0.217,,,,,,,0.79
HIP 34222 b,1,1,1,159.986,0.492,,,,,,,0.62
HIP 29442 d,1,1,3,6.429575,0.0673,1.538,0.137,5.14,0.01617,0,,0.9
HIP 29442 c,1,1,3,3.5379559,0.04518,1.551,0.138,4.5,0.01416,0,,0.9
HIP 21152 b,1,2,1,22000.0,17.0,,,7627.88177,24.0,0,,1.4
HIP 19976 b,1,2,1,50.65905,0.234,,,,,,,0.67
HIP 14810 d,1,1,3,981.8,1.94,,,,,,,1.01
HIP 14810 c,1,1,3,147.747,0.549,,,,,,,1.01
HIP 14810 b,1,1,3,6.673892,0.0696,,,,,,,1.01
HIP 12961 b,1,1,1,57.435,0.25,,,,,,,0.69
HIP 116454 b,1,2,1,9.1004157,0.0792,2.469,0.22,9.7,0.03052,0,3.53,0.8
HIP 114933 b,1,1,1,1481.6,2.84,,,,,,,1.39
HIP 113103 c,1,1,2,14.245648,0.10479,2.4,0.214,,,,,0.76
HIP 113103 b,1,1,2,7.610303,0.06899,1.829,0.163,,,,,0.76
HIP 109600 b,1,2,1,232.08,0.706,,,,,,,0.87
HIP 109384 b,1,1,1,499.48,1.134,,,,,,,0.78
HIP 107773 b,1,1,1,144.3,0.72,,,,,,,2.42
HIP 107772 b,1,1,1,55.199,0.243,,,,,,,0.63
HIP 105854 b,1,1,1,184.2,0.81,,,,,,,2.1
HD 99706 c,1,1,2,1278.0,,,,,,,,1.72
HD 99706 b,1,1,2,841.0,1.98,,,,,,,1.46
HD 99492 c,1,2,2,95.233,,,,,,,,0.85
HD 99492 b,1,2,2,17.0503,,,,,,,,0.85
HD 99283 b,1,1,1,310.4,1.08,,,,,,,1.76
HD 99109 b,1,1,1,439.29999,1.11,,,,,,,0.76
HD 98736 b,1,2,1,968.8,1.864,,,,,,,0.92
HD 98649 b,1,1,1,5697.3043,6.297,,,2665.30902,8.386,0,,1.02
HD 98219 b,1,1,1,433.8,1.26,,,,,,,1.41
HD 97658 b,1,1,1,9.4897116,,2.12,0.189,8.3,0.02611,0,4.8,0.85
HD 97048 b,1,1,1,,130.0,,,794.575,2.5,0,,2.4
HD 97037 b,1,1,1,6449.08337,6.925,,,6707.76853,21.105,0,,1.06
HD 96992 b,1,1,1,514.0,1.24,,,,,,,0.96
HD 96700 d,1,1,3,103.5,0.424,,,,,,,0.89
HD 96700 c,1,1,3,19.88,0.141,,,,,,,0.89
HD 96700 b,1,1,3,8.1245,0.0777,,,,,,,0.89
HD 96167 b,1,2,1,498.04,1.332,,,,,,,1.27
HD 96127 b,1,1,1,647.29999,1.42,,,,,,,10.94
HD 96063 b,1,1,1,362.5,1.11,,,,,,,1.37
HD 95872 b,1,1,1,4375.0,5.15,,,,,,,0.7
HD 95735 c,1,1,2,2946.0,2.94,,,,,,,0.39
HD 95544 b,1,1,1,2041.54152,3.166,,,1913.64484,6.021,0,,1.01
HD 95338 b,1,1,1,55.087,0.262,3.89,0.347,42.44,0.13353,0,3.98,0.83
HD 95127 b,1,1,1,482.0,1.28,,,,,,,3.7
HD 95089 c,1,1,2,1785.0,3.33,,,,,,,1.54
HD 95089 b,1,1,2,464.4,1.36,,,,,,,1.54
HD 95086 b,1,1,1,,55.7,,,1589.0,5.0,0,,1.6
HD 94834 b,1,1,1,1576.0,2.74,,,,,,,1.11
HD 94771 b,1,1,1,2164.0,3.48,,,,,,,1.2
HD 9446 c,1,1,2,192.9,0.654,,,,,,,1.0
HD 9446 b,1,1,2,30.052,0.189,,,,,,,1.0
HD 93963 A c,1,2,2,3.6451389,0.04726,3.12,0.278,18.4,0.05789,0,3.31,1.08
HD 93963 A b,1,2,2,1.0376109,0.02061,1.47,0.131,2.8,0.00881,0,4.81,1.08
HD 93385 d,1,1,3,45.85,0.2565,,,,,,,1.04
HD 93385 c,1,1,3,13.18,0.112,,,,,,,1.04
HD 93385 b,1,1,3,7.3426,0.0756,,,,,,,1.04
HD 93351 c,1,1,2,14010.2941,11.154,,,4154.01728,13.07,0,,0.94
HD 93351 b,1,1,2,2.45946,0.035,,,,,,,0.94
HD 93083 b,1,1,1,143.58,0.477,,,,,,,0.7
HD 92788 c,1,1,2,11611.2975,10.5,,,,,,,1.15
HD 92788 b,1,1,2,325.803,0.97,,,,,,,1.15
HD 9174 b,1,1,1,1179.0,2.2,,,,,,,1.03
HD 90156 b,1,1,1,49.77,0.25,,,,,,,0.84
HD 89839 b,1,1,1,3441.0,4.761,,,1592.32032,5.01,0,,1.21
HD 89744 b,1,2,1,256.78,0.917,,,,,,,1.86
HD 89345 b,1,1,1,11.8143,0.1066,7.398,0.66,34.9613,0.11,0,0.471,1.16
HD 89307 b,1,1,1,2166.0,3.27,,,,,,,1.27
HD 88986 b,1,1,1,146.05,0.58,2.49,0.222,17.2,0.05412,0,6.1,1.25
HD 88133 b,1,1,1,3.414884,0.0479,,,,,,,1.26
HD 88072 b,1,1,1,18538.79293,13.895,,,2511.7979,7.903,0,,1.04
HD 87883 b,1,1,1,3309.22118,4.055,,,1719.13385,5.409,0,,0.81
HD 87646 b,1,3,1,13.481,0.117,,,,,,,1.12
HD 86950 b,1,1,1,1270.0,2.72,,,,,,,1.66
HD 8673 b,1,2,1,1644.69097,2.97,,,4210.59074,13.248,0,,1.28
HD 86728 b,1,1,1,31.1515,0.1916,,,,,,,0.97
HD 86264 b,1,1,1,1488.79123,2.763,,,3117.26102,9.808,0,,1.26
HD 86226 c,1,1,2,3.98442,0.049,2.16,0.193,7.25,0.02281,0,3.97,1.02
HD 86226 b,1,1,2,1628.0,2.73,,,143.0235,0.45,0,,1.02
HD 86081 b,1,2,1,2.1378431,0.0346,,,,,,,1.21
HD 86065 b,1,1,1,25775.78859,15.947,,,2877.30057,9.053,0,,0.81
HD 8574 b,1,1,1,227.0,0.76,,,,,,,1.34
HD 85390 b,1,1,1,799.52,1.373,,,,,,,0.76
HD 8535 b,1,2,1,1313.0,2.45,,,,,,,1.13
HD 83443 c,1,1,2,8241.0,8.0,,,476.74261,1.5,0,,1.0
HD 83443 b,1,1,2,2.985628,0.0406,,,,,,,1.0
HD 8326 b,1,1,1,158.991,0.533,,,,,,,0.8
HD 82943 c,1,1,2,220.078,0.74345,,,622.603,1.959,0,,1.08
HD 82943 b,1,1,2,441.47,1.18306,,,534.25,1.681,0,,1.08
HD 82886 b,1,1,1,705.0,1.58,,,,,,,2.53
HD 81817 c,1,1,2,622.97802,2.325,,,,,,,4.3
HD 81817 b,1,1,2,1021.20159,3.233,,,7668.5638,24.128,0,,4.3
HD 81688 b,1,1,1,183.93,0.648,,,,,,,1.07
HD 81040 b,1,1,1,1004.7,,,,2393.2479,7.53,0,,0.96
HD 80913 b,1,1,1,10839.83341,9.95,,,7505.2,23.614,0,,1.11
HD 80883 b,1,1,1,6383.78352,6.462,,,1748.05624,5.5,0,,0.88
HD 80869 b,1,1,1,1752.92067,2.905,,,1609.80088,5.065,0,,1.06
HD 80653 b,1,1,2,0.719573,0.01661,1.613,0.144,5.72,0.018,0,7.47,1.18
HD 80606 b,1,2,1,111.4367,,11.994,1.07,1392.0954,4.38,0,,1.15
HD 79498 b,1,2,1,1807.0,2.98,,,,,,,1.08
HD 7924 d,1,1,3,24.451,0.1551,,,,,,,0.83
HD 7924 c,1,1,3,15.299,0.1134,,,,,,,0.83
HD 7924 b,1,1,3,5.39792,0.06,,,,,,,0.65
HD 79181 b,1,1,1,273.1,0.9,,,,,,,1.28
HD 77946 b,1,1,1,6.527363,0.073,2.896,0.258,10.9,0.0343,0,2.44,1.2
HD 77338 b,1,1,1,5.7361,0.06,,,,,,,1.37
HD 76920 b,1,1,1,415.891,1.091,,,,,,,1.0
HD 76700 b,1,1,1,3.97097,0.05,,,,,,,0.99
HD 75898 c,1,1,2,6717.0,7.39,,,2698.36318,8.49,0,,1.29
HD 75898 b,1,1,2,422.82,1.2025,,,,,,,1.29
HD 75784 c,1,1,2,7900.0,8.4,,,,,,,1.26
HD 75784 b,1,1,2,341.2,1.032,,,,,,,1.26
HD 75302 b,1,1,1,4356.0,5.3,,,1716.2734,5.4,0,,1.06
HD 75289 b,1,2,1,3.50927,0.05,,,,,,,1.29
HD 74698 c,1,1,2,3449.0,4.5,,,,,,,1.04
HD 74698 b,1,1,2,15.017,0.121,,,,,,,1.04
HD 7449 b,1,2,1,1270.55195,2.438,,,2597.9294,8.174,0,,1.2
HD 74156 c,1,1,2,2448.48726,3.678,,,2753.98315,8.665,0,,1.1
HD 74156 b,1,1,2,51.63564,0.28,,,,,,,1.1
HD 73583 c,1,1,2,18.87974,0.1242,2.39,0.213,9.7,0.03052,0,3.88,0.73
HD 73583 b,1,1,2,6.398042,0.0604,2.79,0.249,10.2,0.03209,0,2.58,0.73
HD 73534 b,1,1,1,1750.0,2.99,,,,,,,1.16
HD 73526 c,1,1,2,379.1,1.03,,,,,,,1.01
HD 73526 b,1,1,2,188.3,0.65,,,,,,,1.14
HD 73344 b,1,1,1,15.611,0.131,2.884,0.257,10.48,0.03297,1,2.451,1.2
HD 73267 c,1,1,2,17071.78045,12.688,,,1630.77756,5.131,0,,0.93
HD 73267 b,1,1,2,1257.99159,2.229,,,1321.53052,4.158,0,,0.93
HD 73256 c,1,1,1,2690.0,3.8,,,5085.25451,16.0,0,,1.0
HD 72892 b,1,1,1,39.44603,0.228,,,,,,,1.01
HD 72659 c,1,1,2,18207.72098,13.959,,,5977.08102,18.806,0,,1.09
HD 72659 b,1,1,2,3549.39854,4.691,,,949.67128,2.988,0,,1.09
HD 72490 b,1,1,1,858.0,1.88,,,,,,,1.21
HD 7199 b,1,1,1,615.0,1.36,,,,,,,0.77
HD 70642 b,1,1,1,2124.54,3.318,,,,,,,1.08
HD 70573 b,1,1,1,851.8,1.76,,,,,,,1.0
HD 69830 d,1,1,3,197.0,0.63,,,,,,,0.86
HD 69830 c,1,1,3,31.56,0.186,,,,,,,0.86
HD 69830 b,1,1,3,8.667,0.0785,,,,,,,0.86
HD 69123 b,1,1,1,1193.3,2.482,,,,,,,1.68
HD 68988 c,1,1,2,16000.0,13.2,,,,,,,1.17
HD 68988 b,1,1,2,6.27711,0.07,,,,,,,1.28
HD 6860 b,1,1,1,663.87,2.03,,,,,,,2.49
HD 68402 b,1,1,1,1103.0,2.18,,,,,,,1.12
HD 6718 b,1,1,1,2496.0,3.55,,,,,,,1.08
HD 67087 c,1,1,2,2374.0,3.86,,,,,,,1.36
HD 67087 b,1,1,2,352.2,1.08,,,,,,,1.36
HD 66428 c,1,1,2,10478.84437,9.408,,,560.64931,1.764,0,,1.01
HD 66428 b,1,1,2,2269.81726,3.395,,,3478.94974,10.946,0,,1.01
HD 66141 b,1,1,1,480.5,1.2,,,,,,,1.1
HD 65216 c,1,3,2,5370.0,5.75,,,,,,,0.87
HD 65216 b,1,3,2,577.6,1.301,,,,,,,0.87
HD 6434 b,1,1,1,21.998,0.14,,,,,,,1.1
HD 64121 b,1,1,1,623.0,1.51,,,,,,,1.64
HD 64114 b,1,1,1,45.791,0.246,,,,,,,0.95
HD 63935 c,1,1,2,21.4027,0.148,3.065,0.273,11.1,0.03492,0,2.11,0.94
HD 63935 b,1,1,2,9.058807,0.083,2.916,0.26,10.5,0.03304,0,2.32,0.94
HD 63765 b,1,1,1,358.0,0.94,,,,,,,0.65
HD 63454 b,1,1,1,2.81805,0.04,,,,,,,0.42
HD 63433 d,1,1,3,4.209075,0.0503,1.073,0.096,,,,,0.99
HD 63433 c,1,1,3,20.543847,0.146,2.582,0.23,17.2,0.05412,0,5.43,0.99
HD 63433 b,1,1,3,7.1079384,0.072,2.164,0.193,37.3,0.11736,0,20.15,0.99
HD 62549 b,1,1,1,14306.88519,11.842,,,2707.5802,8.519,0,,1.08
HD 62509 b,1,1,1,589.64,1.64,,,,,,,
HD 62364 c,1,1,2,74839.94555,36.984,,,7923.46219,24.93,0,,1.19
HD 62364 b,1,1,2,5138.0,6.15,,,5965.6392,18.77,0,,1.16
HD 6061 b,1,2,1,5.2549,0.06,2.428,0.217,10.0,0.03146,0,3.82,1.03
HD 60532 c,1,1,2,600.1,1.6,,,,,,,1.5
HD 60532 b,1,1,2,201.9,0.77,,,,,,,1.5
HD 60292 b,1,1,1,495.4,1.5,,,,,,,1.7
HD 59686 A b,1,2,1,299.36,1.086,,,,,,,1.9
HD 5891 b,1,1,1,177.11,0.64,,,,,,,1.93
HD 56957 b,1,1,1,5859.08992,6.426,,,1880.90851,5.918,0,,1.03
HD 56414 b,1,1,1,29.04992,0.229,3.71,0.331,,,,,1.89
HD 564 b,1,1,1,492.3,1.2,,,,,,,0.96
HD 5608 b,1,2,1,768.7,1.79,,,,,,,1.29
HD 5583 b,1,1,1,139.35,0.53,,,,,,,1.01
HD 55696 b,1,1,1,1827.0,3.18,,,,,,,1.29
HD 5319 c,1,1,2,872.2,1.93,,,,,,,1.27
HD 5319 b,1,1,2,637.1,1.57,,,,,,,1.27
HD 5278 c,1,1,2,40.87,0.2416,,,,,,,1.13
HD 5278 b,1,1,2,14.339156,0.1202,2.45,0.219,7.8,0.02454,0,2.9,1.13
HD 52265 b,1,1,1,119.27,0.52,,,,,,,1.2
HD 51608 c,1,1,2,95.9446,0.3809,,,,,,,0.8
